Unnamed: 0,Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
985,Dell,Notebook,4,2.25,31908.730000000003,0,0,123.83434142318256,Intel Core i5,500,0,AMD,Windows
1284,Lenovo,2 in 1 Convertible,16,1.3,79851.73000000001,1,1,340.2619097439025,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,103876.5,0,0,217.2232031805074,Intel Core i7,0,512,Intel,Windows
154,HP,Ultrabook,4,1.48,57638.14000000001,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,93617.7634,1,1,204.15714584634156,Intel Core i7,0,256,Intel,Windows
961,Lenovo,Ultrabook,8,1.36,93755.2,0,1,217.2232031805074,Intel Core i5,0,256,Intel,Windows
662,Lenovo,Notebook,4,2.2,28499.45,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
853,Lenovo,Ultrabook,8,1.96,101372.81,0,1,193.9492885540245,Intel Core i7,0,256,Nvidia,Windows
942,Acer,Notebook,4,2.23,32974.130000000005,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
287,Asus,Ultrabook,8,1.7,52044.79,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
625,Lenovo,Notebook,8,2.2,47889.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
1224,Asus,Notebook,4,2.65,16460.43,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
685,Dell,Gaming,16,3.49,149888.46250000002,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
569,Lenovo,Notebook,4,2.02,52737.3,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
1241,Acer,Notebook,4,2.4,19273.086000000003,0,0,123.83434142318256,Intel Core i3,500,0,Intel,Other
17,Apple,Ultrabook,16,1.83,152245.66,0,1,264.4763025736697,Intel Core i7,0,512,AMD,Mac
127,Asus,Notebook,4,1.65,14808.527300000002,0,0,137.98683758583198,AMD Processor,0,64,AMD,Windows
927,HP,Notebook,8,2.31,62059.55,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
980,Dell,2 in 1 Convertible,12,2.19,69197.73000000001,1,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
1277,Dell,Notebook,2,2.2,20189.33,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
190,Lenovo,2 in 1 Convertible,16,1.42,150434.48,1,0,258.599051405366,Intel Core i7,0,1000,Intel,Windows
992,Lenovo,Notebook,4,1.9,14415.9274,0,0,123.83434142318256,Other Intel Processor,0,128,Intel,Other
1271,Lenovo,Notebook,2,1.5,12198.83,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
606,Toshiba,Notebook,8,2.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
180,Dell,Notebook,16,2.02,55880.23,0,0,174.05705383053478,Intel Core i7,2000,256,AMD,Other
301,Asus,Gaming,16,2.9,113038.94,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
496,Lenovo,Notebook,8,2.17,47884.403,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
1125,Lenovo,2 in 1 Convertible,8,1.8,88907.63,1,1,193.9492885540245,Intel Core i7,0,256,Intel,Windows
1079,HP,Notebook,4,2.31,50073.8,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
517,Asus,Gaming,24,2.24,158105.36000000002,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
476,Dell,Workstation,8,1.78,128274.16,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
157,Asus,2 in 1 Convertible,8,1.1,70050.05,1,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
16,Dell,Notebook,8,2.2,39686.15,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
546,Lenovo,Notebook,4,1.87,41816.95,0,0,193.9492885540245,Intel Core i5,500,0,Intel,Windows
658,Lenovo,Gaming,8,3.31,63710.920000000006,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
1069,Apple,Ultrabook,8,0.92,69251.0,0,1,271.5290039756342,Other Intel Processor,0,0,Intel,Mac
1019,HP,Notebook,8,1.43,118738.83,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
1093,Dell,Ultrabook,4,1.4,43593.5045,0,1,204.15714584634156,Intel Core i5,0,256,AMD,Windows
959,Acer,2 in 1 Convertible,4,1.25,20722.03,1,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
1226,Dell,Notebook,4,2.18,27799.4822,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Other
283,Lenovo,Notebook,6,2.2,30843.33,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
797,Dell,Notebook,8,1.95,43148.7,0,0,123.83434142318256,Intel Core i5,0,128,Intel,Windows
225,Acer,Notebook,8,2.2,44320.64,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
26,Apple,Ultrabook,8,1.35,58543.73,0,0,153.11785938475614,Intel Core i5,0,0,Intel,Mac
437,Google,Ultrabook,16,1.1,117140.73,1,0,275.94410973133563,Intel Core i7,0,512,Intel,Other
1265,HP,Notebook,6,2.04,29297.967300000004,0,0,174.05705383053478,AMD Processor,0,0,AMD,Windows
229,HP,Notebook,8,1.9,67599.63,0,0,174.05705383053478,Intel Core i7,1000,0,AMD,Windows
37,Dell,Notebook,8,2.8,52151.33,0,1,156.9531814888059,Intel Core i5,1000,128,AMD,Windows
749,HP,Workstation,16,3.0,233802.03000000003,0,1,156.9531814888059,Other Intel Processor,0,256,Nvidia,Windows
1045,HP,Notebook,8,1.84,112044.9218,0,0,174.05705383053478,Intel Core i5,500,256,Intel,Windows
469,Lenovo,Ultrabook,12,1.4,98975.66,0,1,258.599051405366,Intel Core i7,0,256,Intel,Windows
1114,Lenovo,2 in 1 Convertible,4,0.69,29245.230000000003,1,1,268.8405979956775,Other Intel Processor,0,0,Intel,Other
1279,HP,Notebook,6,2.04,29297.967300000004,0,0,174.05705383053478,AMD Processor,0,0,AMD,Windows
687,Dell,Notebook,4,2.2,29067.8409,0,0,123.83434142318256,Intel Core i3,1000,0,AMD,Windows
1196,Asus,Gaming,16,4.3,114530.5,0,1,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
639,Dell,Notebook,16,2.06,127794.73,1,0,348.1141076610696,Intel Core i7,0,1000,Nvidia,Windows
1128,Lenovo,Gaming,8,2.4,52684.030000000006,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Other
1089,Acer,Notebook,4,2.4,20615.49,0,0,123.83434142318256,AMD Processor,500,0,AMD,Windows
1182,Dell,Notebook,8,1.98,47677.182700000005,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
800,HP,Workstation,8,3.14,109997.223,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
160,Asus,Notebook,4,2.03,21467.81,0,0,123.83434142318256,AMD Processor,1000,0,AMD,Windows
956,Dell,2 in 1 Convertible,8,1.24,101159.73,1,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
821,Toshiba,Ultrabook,4,1.25,58064.3,0,0,137.98683758583198,Intel Core i5,0,128,Intel,Windows
1107,Lenovo,2 in 1 Convertible,4,2.1,46185.09,1,1,174.05705383053478,Intel Core i5,0,256,Intel,Windows
877,Xiaomi,Ultrabook,8,1.28,49807.45,0,1,204.15714584634156,Intel Core i5,0,256,Nvidia,Windows
913,HP,Notebook,8,2.04,54281.5973,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
152,Lenovo,Notebook,4,1.9,26528.460000000003,0,0,123.83434142318256,Intel Core i5,0,128,Intel,Windows
1191,HP,Notebook,4,1.86,25835.95,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
509,Lenovo,Gaming,8,2.4,61207.23,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Other
1094,HP,Netbook,4,2.4,85178.73000000001,0,0,154.54525809613182,Intel Core i5,0,128,Intel,Windows
103,HP,Ultrabook,8,1.38,59609.130000000005,0,1,204.15714584634156,Intel Core i7,0,256,Nvidia,Windows
586,HP,Gaming,16,3.78,79798.46,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
1263,Dell,Notebook,2,2.2,20189.33,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
53,HP,Notebook,8,1.49,58756.810000000005,0,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
151,Dell,Gaming,8,2.62,47889.73,0,0,174.05705383053478,Intel Core i7,0,0,Nvidia,Windows
403,Acer,Notebook,8,2.5,46824.33,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Other
207,Dell,Ultrabook,8,1.21,103823.23,1,1,408.3142916926831,Intel Core i7,0,256,Intel,Windows
1232,MSI,Gaming,16,2.7,85125.46,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
8,Asus,Ultrabook,16,1.3,79638.65000000001,0,0,193.9492885540245,Intel Core i7,0,512,Nvidia,Windows
1014,HP,Notebook,4,1.49,42616.0,0,0,145.2493027219284,Intel Core i3,500,0,Intel,Windows
1060,HP,Notebook,8,2.04,56998.9,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
452,HP,Workstation,8,2.31,81716.18000000001,0,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,98496.23,1,1,195.3446071767153,Intel Core i7,0,512,Intel,Windows
896,Dell,Gaming,8,2.62,49487.83,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
1139,HP,Ultrabook,8,1.88,115687.5244,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
880,HP,2 in 1 Convertible,4,1.28,90559.0,1,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
1230,Razer,Gaming,16,1.95,186391.73,0,0,193.9492885540245,Intel Core i7,0,1000,Nvidia,Windows
623,Fujitsu,Notebook,8,2.2,42562.73,0,0,123.83434142318256,Intel Core i5,0,256,Intel,Windows
345,Lenovo,Gaming,16,2.4,60141.83,0,1,174.05705383053478,Intel Core i7,2000,256,Nvidia,Windows
1120,Vero,Notebook,4,1.35,10440.92,0,0,204.15714584634156,Other Intel Processor,0,0,Intel,Windows
262,HP,Notebook,4,2.1,38460.94,0,1,174.05705383053478,Intel Core i5,500,0,Intel,Windows
150,Dell,Gaming,16,2.56,66548.0802,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
472,Google,Ultrabook,8,1.1,67919.25,1,0,275.94410973133563,Intel Core i5,0,128,Intel,Other
640,Lenovo,Gaming,8,2.5,59076.43,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
1289,Dell,Notebook,6,2.3,24450.93,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Windows
1227,Lenovo,Gaming,16,2.6,54814.83,1,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
550,Lenovo,Notebook,4,2.2,26581.730000000003,0,0,174.05705383053478,Intel Core i3,0,128,Intel,Windows
928,Dell,Notebook,4,2.18,37718.3562,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
488,Lenovo,Ultrabook,16,1.36,95779.46,0,1,217.2232031805074,Intel Core i7,0,512,Intel,Windows
1175,Asus,Notebook,4,2.0,40964.630000000005,0,0,193.9492885540245,Intel Core i3,0,256,Intel,Windows
146,HP,Ultrabook,8,0.97,107285.78,1,1,434.4464063610148,Other Intel Processor,0,512,Intel,Windows
402,Lenovo,Notebook,8,2.1,60967.51500000001,0,1,174.05705383053478,Intel Core i5,1000,256,AMD,Windows
954,Lenovo,Ultrabook,8,1.7,79318.4973,0,1,193.9492885540245,Intel Core i7,0,256,Intel,Windows
1222,Dell,Ultrabook,8,1.26,91271.2199,1,0,217.2232031805074,Intel Core i5,0,256,Intel,Windows
659,Dell,Gaming,32,4.42,167660.39990000002,0,1,313.9063629776118,Intel Core i7,1000,512,Nvidia,Windows
463,Lenovo,Notebook,8,1.5,42562.73,0,1,193.9492885540245,Intel Core i7,0,512,AMD,Other
186,Dell,Notebook,16,2.06,127688.19,1,0,348.1141076610696,Intel Core i7,0,512,Nvidia,Windows
608,Lenovo,2 in 1 Convertible,8,2.0,69197.73000000001,1,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
143,Toshiba,Notebook,4,2.1,32068.54,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
751,HP,Notebook,8,1.84,101213.0,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
981,Toshiba,Notebook,4,1.2,63657.65,0,0,204.15714584634156,Intel Core i5,0,128,Intel,Windows
197,HP,Notebook,8,1.49,51085.93,0,0,204.15714584634156,Intel Core i5,0,512,Intel,Windows
883,Lenovo,Notebook,8,2.2,35637.630000000005,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
279,Lenovo,Notebook,8,2.8,45226.23,0,0,156.9531814888059,Intel Core i7,2000,0,Nvidia,Other
293,Dell,Notebook,8,2.0,97430.83,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
1183,Acer,Notebook,4,2.1,17738.91,0,0,123.83434142318256,Other Intel Processor,500,0,Intel,Windows
400,Lenovo,Notebook,4,2.2,16300.62,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
122,Lenovo,Notebook,8,2.2,33506.83,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Other
202,Acer,Notebook,8,2.23,39526.34,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
835,Dell,Gaming,16,3.21,147804.5401,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
246,HP,Notebook,8,2.04,29777.93,1,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
1237,MSI,Gaming,8,2.3,62272.630000000005,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
1225,Dell,Ultrabook,8,1.29,78679.79000000001,1,0,340.2619097439025,Intel Core i7,0,256,Intel,Windows
384,Asus,Ultrabook,16,1.1,93163.903,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
854,Asus,Notebook,8,2.3,41923.490000000005,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
219,Dell,2 in 1 Convertible,16,1.62,68132.33,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
641,HP,Notebook,8,2.6,27748.343,0,0,133.10245292923247,AMD Processor,1000,0,AMD,Windows
1,Apple,Ultrabook,8,1.34,47886.533800000005,0,0,153.11785938475614,Intel Core i5,0,0,Intel,Mac
112,Lenovo,2 in 1 Convertible,8,1.37,74524.73000000001,1,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
698,Toshiba,Ultrabook,16,1.36,99987.79,1,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
1244,Asus,Gaming,16,2.5,85232.0,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
951,Dell,Ultrabook,8,1.36,94554.25,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
1147,Dell,Notebook,8,2.18,53797.373,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
1173,Lenovo,Notebook,4,2.1,21201.460000000003,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Other
441,Dell,Notebook,4,2.2,39899.23,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
1136,HP,Workstation,8,3.0,210384.53800000003,0,1,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
663,HP,Notebook,6,2.04,28712.53,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Windows
1190,Lenovo,Gaming,8,2.4,43628.130000000005,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
317,Lenovo,Notebook,4,1.45,24498.873,0,0,145.2493027219284,Other Intel Processor,0,0,Intel,Other
648,Toshiba,Notebook,8,1.2,64616.51,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
709,HP,Notebook,6,2.71,34892.3827,0,1,156.9531814888059,AMD Processor,2000,0,AMD,Windows
972,Dell,Gaming,32,4.42,149156.0,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
627,Lenovo,Notebook,4,2.2,24930.36,0,0,174.05705383053478,Intel Core i5,0,128,Intel,Other
632,Lenovo,Notebook,4,1.8,44160.83,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
1269,Lenovo,2 in 1 Convertible,4,1.8,33986.26,1,1,193.9492885540245,Intel Core i7,0,128,Intel,Windows
1201,Dell,2 in 1 Convertible,16,2.0,68451.95,1,0,174.05705383053478,Intel Core i7,0,512,Intel,Windows
795,Lenovo,2 in 1 Convertible,8,1.42,124119.1,1,1,258.599051405366,Intel Core i5,0,256,Intel,Windows
645,Lenovo,Notebook,4,1.43,14595.98,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
1012,HP,Notebook,4,1.48,84699.3,0,0,193.9492885540245,Intel Core i5,0,256,Intel,Windows
556,Mediacom,Notebook,4,1.35,13583.85,0,1,204.15714584634156,Other Intel Processor,0,0,Intel,Windows
681,Asus,Notebook,4,1.86,22320.13,0,0,123.83434142318256,Other Intel Processor,0,128,Intel,Windows
577,Lenovo,Gaming,32,4.6,141858.01,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
1109,Asus,Gaming,16,2.59,71328.53,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
524,Dell,Notebook,8,2.8,47357.030000000006,0,1,156.9531814888059,Intel Core i5,1000,128,AMD,Other
1059,MSI,Gaming,16,2.94,96898.13,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
540,Dell,Ultrabook,8,1.2,74524.73000000001,1,0,340.2619097439025,Intel Core i7,0,256,Intel,Windows
748,Dell,Notebook,8,1.6,60019.8417,0,0,137.98683758583198,Intel Core i5,0,256,Intel,Windows
1204,Dell,Notebook,8,2.36,47357.030000000006,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
484,Lenovo,Notebook,4,2.3,30097.550000000003,0,0,123.83434142318256,Intel Core i3,0,128,Intel,Windows
95,Acer,2 in 1 Convertible,8,1.5,45119.69,1,1,204.15714584634156,Intel Core i5,0,256,Intel,Windows
1020,Dell,2 in 1 Convertible,4,2.08,42402.3873,1,1,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
563,Lenovo,Notebook,8,3.4,159756.73,0,1,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
742,Toshiba,Notebook,8,1.25,81769.45000000001,1,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
863,Lenovo,Gaming,8,2.5,54175.59,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
891,HP,2 in 1 Convertible,16,1.42,74524.73000000001,1,0,340.2619097439025,Intel Core i7,0,256,Intel,Windows
1038,Dell,Notebook,8,2.09,56623.34650000001,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
206,Dell,Notebook,6,2.3,23385.53,1,0,123.83434142318256,Intel Core i3,1000,0,Intel,Windows
392,Acer,Notebook,12,2.2,36968.8473,0,1,123.83434142318256,Intel Core i5,1000,0,Nvidia,Windows
794,Apple,Ultrabook,8,0.92,62059.55,0,1,271.5290039756342,Other Intel Processor,0,0,Intel,Mac
870,Lenovo,Notebook,4,2.38,56199.850000000006,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
397,Lenovo,Notebook,8,1.9,49967.26,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
766,Asus,Notebook,4,2.8,25055.0118,0,0,111.66564891339004,Other Intel Processor,1000,0,Nvidia,Windows
1194,HP,Notebook,12,2.21,70689.29000000001,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
1028,Dell,Ultrabook,8,1.29,86510.48000000001,1,0,340.2619097439025,Intel Core i5,0,256,Intel,Windows
642,Lenovo,Ultrabook,16,1.14,130511.5,0,1,193.9492885540245,Intel Core i7,0,512,Intel,Windows
612,Dell,Notebook,4,2.18,23646.553,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Other
960,Toshiba,Notebook,8,1.2,81769.45000000001,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
725,Lenovo,Notebook,4,1.9,26096.973,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Other
683,HP,Notebook,4,2.5,37235.73,0,1,156.9531814888059,Intel Core i3,0,256,AMD,Windows
98,Asus,Notebook,6,2.0,30736.79,0,0,174.05705383053478,Intel Core i3,0,256,Nvidia,Windows
804,Dell,Netbook,4,1.63,39632.880000000005,0,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
406,Toshiba,Ultrabook,16,1.2,93062.69,0,0,204.15714584634156,Intel Core i7,0,512,Intel,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,85178.73000000001,1,1,195.3446071767153,Intel Core i5,0,256,Intel,Windows
1071,HP,Notebook,4,2.31,63870.73,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Windows
1056,HP,Notebook,4,1.96,26581.730000000003,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Other
